"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"VX" 0.00604224671867028 0.00359703203728703 0.0053046456735978 0.00339025389380573 0.0125088858130148 211 0.240119389960689 0.810237702865749
"VY" 0.0361719060154699 0.0239225903597883 0.0272176023965868 0.0188167724170664 0.0478238334043999 211 1.55082276673033 0.12094416306787
"WC" 0.0108179169074024 0.0063145346790592 0.0100750829690038 0.00612453787085011 0.0196526046267737 211 0.140432431617866 0.888318335014061
"WE" 0.0157889490523913 0.0122529973084378 0.00413510742164958 0.0031947273133571 0.0532020548238718 211 2.47319342123868 0.0133911644876191
"WF" 0 0 0.000334654838865613 0.000291766533914409 0 211 -Inf 0
"WH" 0.000993396065880036 0.000842619194897101 0.00408634512838097 0.00343734198444747 0.00700195491922813 211 -5.38285750845968 7.33125729949839e-08
"WM" 0 0 0.000184095505838109 0.000148982530058633 0 211 -Inf 0
"WQ" 0.000178842886524188 0.000160429849159351 0.000668863915058145 0.000597528096725048 0.0023285723035064 211 -2.72665735223818 0.00639794392422847
"WU" 0.000124719381391868 0.000106734397191398 0.000312667456551895 0.000264076948673123 0.00154970723344226 211 -1.47481571269843 0.140262095689774
"WV" 0 0 0.000602578392289793 0.000488255843860449 0 211 -Inf 0
"WY" 0 0 0.000151274134250635 0.00013252846828016 0 211 -Inf 0
"XA" 0 0 8.88831002241855e-05 8.50803573159241e-05 0 211 -Inf 0
"XE" 0 0 7.65471038478306e-06 7.50098148187299e-06 0 211 -Inf 0
"XQ" 7.76940408670655e-05 7.14392344716214e-05 0.000267649960822825 0.000246600639753427 0.00103689850722192 211 -2.45382393988597 0.0141346165986298
"XW" 0.0128107629447569 0.00979289967010581 0.00668184330544966 0.0051593532072016 0.0415548983893758 211 1.61969232852377 0.105298384952509
"XY" 0.000517705622888165 0.000493512212492129 0.000636648731085361 0.000606007966447128 0.00409433757522994 211 -0.399111012543838 0.689811408194667
"YA" 0.0509125041062355 0.0349834127190911 0.0595108383932021 0.0405035578904253 0.0462598844565636 211 -1.73335366512834 0.0830328277637104
"YE" 0 0 9.66221596269663e-06 9.58530212109976e-06 0 211 -Inf 0
"YG" 0 0 2.70176803700341e-07 2.65767927246979e-07 0 211 -Inf 0
"YI" 0 0 2.03439462612828e-05 1.86655114612709e-05 0 211 -Inf 0
"YO" 0.000667469905763358 0.000500568119614332 0.00180405207500331 0.00134775736238395 0.00424562993970384 211 -2.89854150197448 0.00374902688072418
"YP" 0.000514476066219718 0.000406209683880044 0.000719330391775684 0.000556999452502372 0.00342232143420269 211 -0.640018172154005 0.522160785291376
"YQ" 0 0 9.33838081436083e-05 8.85457664319451e-05 0 211 -Inf 0
"YR" 0 0 6.97180948568702e-06 6.88752145188039e-06 0 211 -Inf 0
"YU" 0.000526592943654555 0.000459291031421648 0.000350458428338863 0.000300871609975169 0.0066664554733566 211 0.345187187845454 0.729953650114522
"YY" 0 0 2.18294961837594e-06 2.15478698845104e-06 0 211 -Inf 0
"ZA" 0.000234534613834415 0.000203909764682448 0.00202157281213527 0.00174133738672529 0.00272933412456333 211 -8.18237165695323 2.78311103550899e-16
"ZC" 0 0 0.000359265322051761 0.000318987034943198 0 211 -Inf 0
"ZD" 0.0132320089603153 0.0095181219839916 0.0235350231732077 0.016761164308121 0.0296477576070732 211 -3.54870909295979 0.000387124507405214
"ZE" 0.00152118813256254 0.00130712846060894 0.000921341310630331 0.000783943156953516 0.0127229533029396 211 0.597322440109102 0.550292125193669
"ZK" 0 0 0.000110818851569491 9.15504546281443e-05 0 211 -Inf 0
"ZM" 0.000718007557678251 0.000591686813611265 0.000787841692005923 0.000658491703628139 0.00443245929321633 211 -0.218929721786347 0.82670479340415
"ZQ" 0 0 5.56954332666449e-07 5.52711466453188e-07 0 211 -Inf 0
"ZR" 0 0 1.12752016697691e-05 1.11110012227572e-05 0 211 -Inf 0
