"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"QA" 0.00959039526559856 0.00554491203401891 0.00843284478495015 0.00520217819691106 0.0143835977554799 1256 0.84447009296106 0.398406768643097
"QC" 0 0 2.193725937207e-06 2.14946721403658e-06 0 1256 -Inf 0
"QD" 0 0 0 0 0 1256 NA NA
"QE" 3.68862269070111e-05 3.15119021882703e-05 0.000325755830225283 0.000281567114475298 0.000672820238534739 1256 -13.1713922890782 1.28211269135961e-39
"QF" 0 0 4.90746860107666e-06 4.84023095374721e-06 0 1256 -Inf 0
"QG" 0 0 4.70244643078377e-06 4.65967307086674e-06 0 1256 -Inf 0
"QH" 0 0 2.45310500545039e-06 2.43270300273856e-06 0 1256 -Inf 0
"QJ" 0 0 1.64361652124952e-06 1.58541528854356e-06 0 1256 -Inf 0
"QK" 0 0 2.71877272458994e-07 2.67799529278946e-07 0 1256 -Inf 0
"QQ" 0 0 2.28393517922331e-05 2.26871253444174e-05 0 1256 -Inf 0
"QU" 0.000956931754611724 0.000809348777551672 0.00131314589235962 0.00113997158918171 0.00641108057918929 1256 -1.82766417493504 0.067599967917899
"RA" 0.000304176342298213 0.000224273516823591 0.00018834832912618 0.000146135019771049 0.00249772192592305 1256 1.1087044407093 0.267557705589517
"RB" 0 0 1.53225872912491e-05 1.43439735842203e-05 0 1256 -Inf 0
"RE" 0 0 7.03670397687684e-07 6.99849617717324e-07 0 1256 -Inf 0
"RO" 0.000197283916830763 0.000111966624655666 0.000232075641757778 0.000145108646158049 0.00104707508075624 1256 -1.12174977337815 0.261968847184777
"RP" 9.59251016806078e-06 7.70414097303596e-06 1.91182161631914e-05 1.54974827851359e-05 0.000273005203923183 1256 -1.01169037636876 0.311686118336543
"RQ" 0 0 3.27507208130208e-05 2.83453236145204e-05 0 1256 -Inf 0
"RT" 0.308117487511763 0.118575575429927 0.283769150666139 0.113769494697525 0.0442838095583202 1256 3.84628009225516 0.000119924665534346
"RU" 0.189090755146894 0.0785505083726227 0.140011801266225 0.0639016869668162 0.0442555889364929 1256 11.7308472396055 8.8567687835329e-32
"RX" 0.0148471697211449 0.00692178323491098 0.0163987840356711 0.00805222128542016 0.0170251183797706 1256 -2.35315994211672 0.018614625394061
"RY" 0 0 6.32577847010866e-05 6.0289320017759e-05 0 1256 -Inf 0
"RZ" 0.000969148597798361 0.000767004212616185 0.0012064178884896 0.000936789773140855 0.00929100743198064 1256 -0.647638659160634 0.51721868700391
"SA" 0.00219593394889288 0.00168493018978227 0.00175293584307515 0.0013640720067901 0.0123652472568256 1256 0.919613068822551 0.357774994849532
"SD" 0.00199167497936083 0.00166755118075474 0.0020937469036838 0.00176000514128249 0.0117915827379956 1256 -0.277874207549957 0.78110892385913
"SI" 0 0 8.10134906467045e-07 7.99576749060915e-07 0 1256 -Inf 0
"SR" 0 0 1.69825419468786e-07 1.68289363720149e-07 0 1256 -Inf 0
"SU" 0.00361112707802695 0.00306749961312343 0.00438627067989154 0.00375556988285612 0.0230035728481251 1256 -1.06006456686036 0.28911522633302
"SY" 2.15183336202445e-05 2.09615509388293e-05 0.000124194375106732 0.000121099006656049 0.000742862993367576 1256 -4.77730147288068 1.77663312285355e-06
"TA" 0 0 7.83809628317474e-07 7.53117754650931e-07 0 1256 -Inf 0
"TC" 0.00700342436528304 0.00554214169459964 0.0242285390029068 0.0183337666310716 0.0354040391017837 1256 -12.8046503802514 1.54419729231768e-37
"TD" 0.00355030379898956 0.00261506841210412 0.00861216188072799 0.00630467917977533 0.0241091336203697 1256 -5.42367638806663 5.83855445026855e-08
"TE" 0 0 4.70504858975678e-06 4.66147880146741e-06 0 1256 -Inf 0
"TI" 0.000159011551029373 0.000132017726956172 0.000168226527966719 0.000143712817556662 0.00422566776607048 1256 -0.0980851050804648 0.921864714914398
"TM" 0.0137778363931221 0.0083321918856678 0.00928383465314144 0.00591128941379309 0.0237056133547837 1256 3.61926944941474 0.000295435891923215
